title,type,description,release_year,runtime,genres,production_countries,tmdb_popularity,Actors
True: Friendship Day,MOVIE,"When a giant Grippity-Grab snags Grizelda's friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day.",2020,23,'animation';'family','CA',1.845,Michela Luci;Anna Claire Bartlam;Julie Lemieux;Jamie Watson;Nicolas Aqui;Derek McGrath;Eric Peterson;Todd Kauffman;Mark Thornton
Shimla Mirchi,MOVIE,"While on holiday, Avi meets Naina and falls in love with her. Smitten, he decides to stay and work in her cafe. He confesses his love in a letter, however it's Naina's mother who mistakenly reads it.",2020,129,'romance';'comedy','IN',2.477,Rajkummar Rao;Hema Malini;Shakti Kapoor;Rakul Preet Singh;Kanwaljit Singh;Kamlesh Gill;Kiran Juneja;Zoya Zayed Khan;Dharmendra;Ramesh Sippy
Oh! Baby,MOVIE,"A 70-year-old woman transforms into her 24-year-old self after she's photographed at a studio, changing her life and those of the people around her forever.",2019,161,'drama','IN',2.882,Samantha Ruth Prabhu;Lakshmi;Rajendra Prasad;Rao Ramesh;Urvashi;Snigdha Akolkar;Aishwarya Bhaskar;Adivi Sesh;Naga Shourya;Teja Sajja;Raja Ravindra;Aneesha Dama;Jagapati Babu;Naga Chaitanya Akkineni;Adivi Sesh;Suma Kanakala;B. V. Nandini Reddy;B. V. Nandini Reddy
Felix Lobrecht: Hype,MOVIE,"Felix Lobrecht aims his dark humor at overly polite culture, weird laughter, the sheer awkwardness of a walking baby and more in this stand-up special.",2020,59,'comedy','DE',1.144,Felix Lobrecht;Jan-Peter Horns
Evelyn,MOVIE,"Haunted by the suicide of a brother, a director and his kin walk across the UK in an emotionally trying, visually sublime journey toward healing.",2019,95,'documentation','GB',4.313,Orlando von Einsiedel;Orlando von Einsiedel
The Unknown Saint,MOVIE,"Moments before his capture by police, a thief digs a grave to hide a bag of money. Released from prison years later he returns to retrieve the bag, only to find a shrine to an Unknown Saint build directly over his loot, and a brand new village constructed all around it.",2020,100,'comedy';'drama';'crime','MA';'FR';'QA',2.526,Younes Bouab;Salah Bensalah;Bouchaib Essamak;Mohamed Naimane;Anas El Baz;Hassan Ben Bdida;Abdelghani Kitab;Ahmed Yarziz;Alaa Eddine Aljem
Penalty,MOVIE,"A story of a North-east Indian football player who's fighting day and night with the society in order to achieve his dreams. The film covers all kinds of layers in one single film from negative backlashes, social pressures to a complete change over in one's life.",2019,128,'sport';'drama','IN',1.904,Kay Kay Menon;Shashank Arora;Lukram Smil;Bijou Thaangjam;Manjot Singh;Aakash Dabhade;Tasha Bhambra;Srishti Jain;Ashwin Kaushal;Shubham Singh
Singapore Social,SHOW,"Peer into the lives of young Singaporeans as they defy expectations and traverse the tricky terrain of career, romance and family.",2019,38,'reality','US',1.797,Mae Tan;Sukki Singapora;Tabitha Nauser;Paul Foster;Nicole Ong;Vinny Sharp
All in My Family,MOVIE,"After starting a family of his very own in the United States, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance.",2019,39,'documentation','US';'CN',3.534,Hao Wu;Hao Wu
Albert  Pinto Ko Gussa Kyun Aata Hai?,MOVIE,"Albert Pinto goes missing one day and his girlfriend and family start making rounds at the police station to track him down. Unknown to them, he is on his way to Goa to carry out his first assignment as a hitman.",2019,94,'crime';'drama','IN',0.717,Manav Kaul;Nandita Das;Saurabh Shukla;Kishore Kadam;Omkar Das Manikpuri
Spirit Riding Free: Spirit of Christmas,MOVIE,"Lucky and her friends venture into town on Christmas Eve in an attempt to fulfill their holiday plans. But when distractions lead to delays, they must figure out how to get home in time for Christmas in the middle of a serious snowstorm!",2019,45,'animation';'family';'action';'comedy';'drama','US',8.492,Amber Frank;Bailey Gambertoglio;Sydney Park;Tiya Sircar;Evan Agos;Nolan North;Kay Bess;David Faustino;Katherine McNamara;Gabriella Graves;Duncan Joiner;Darcy Rose Byrnes;Kari Wahlgren;Jonathan Craig Williams;Kevin Wotton
AK vs AK,MOVIE,"After a public spat with a movie star,  a disgraced director retaliates by kidnapping the actor's daughter, filming the search for her in real-time.",2020,108,'drama';'action';'crime';'thriller';'comedy','IN',3.757,Anil Kapoor;Anurag Kashyap;Sonam Kapoor;Harshvardhan Kapoor;Boney Kapoor;Sucharita Tyagi;Nawazuddin Siddiqui;Yogita Bihani;Pawan Kumar Singh;Vikramaditya Motwane
Nneka the Pretty Serpent,MOVIE,"When her parents are murdered, Nneka encounters the Queen of the Coast who offers to help her in revealing the identities of people who killed her parents. This changes the course of her life as she sets out on a mission of revenge.",2020,140,'horror';'thriller';'fantasy','NG',2.577,Idia Aisien;Bovi Ugboma;Beverly Osu;Chioma Chukwuka Akpotha;Beverly Naya;Shaffy Bello-Akinrimisi;Bimbo Ademoye;Waje;Larry Gaaga;Kenneth Okolie;Tosin Igho
Varane Avashyamund,MOVIE,"A divorced woman trying to get hired as a French tutor and teaching classical dance, and she has a daughter. Her brother Manuel also resides in a flat in Chennai. Their next door neighbours are Unnikrishnan, a retired Major who has a pet dog, Prabhakaran and Bibeesh who lives with a serial-actress aunt (not related by blood) and his young school going brother. The story revolves around the divorced mother and daughter finding happiness of love in their own ways. The film explores commonality of romantic love in different stages of life.",2020,145,'comedy';'family';'romance';'drama','IN',3.258,Suresh Gopi;Shobana;Dulquer Salmaan;Kalyani Priyadarshan;Urvashi;KPAC Lalitha;Lalu Alex;Sarvajith Santosh Sivan;Major Ravi;Johny Antony;Siju Wilson;Rahul Rajasekharan;Meera Krishnan;Wafa Khadeeja Rahman;Lal Jose;Sreeja Ravi;Naslen Gafoor;Anoop Sathyan
Oldsters,SHOW,Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.,2020,50,'comedy','CL',2.576,Patricio Contreras;Sergio Hernández;Alejandro Goic;Gloria Münchmeyer;Mariana Loyola
Chopsticks,MOVIE,A gifted but insecure woman is in for a transformative experience when she enlists the help of an enigmatic con artist to recover her stolen car,2019,100,'comedy';'drama','IN',4.727,Abhay Deol;Mithila Palkar;Vijay Raaz;Benafsha Soonawalla;Achint Kaur;Dilip Rawal;Marlene Marie;Sailee Gaikwad;Krishna Singh Bisht;Prakhar Saxena;Jai Neeraj;Ankit Bhardwaj;Sachin Yardi
U-Turn,MOVIE,U turn tells the story of a budding investigator and a cop who will uncover the new conspiracies of a bike gang.,2020,120,'thriller';'horror','PS';'PH',1.68,Kim Chiu;JM de Guzman;Tony Labrusca;Martin del Rosario;Almira Muhlach;Derick Cabrido
The Fisherman's Diary,MOVIE,A 12-year old girl - Ekah (Faith Fidel) is inspired by the story of the youngest Noble Peace Prize Winner - Malala Yousafzai's. She is determined to go to school in a village of fisherman where the education of a girl child is considered to be a taboo. Her burning drive and determination to break this old adage gets her embroiled with her father's - Solomon (Kang Quintus) past experience with girl child education.,2020,142,'drama','CM',4.522,Faith Fidel;Kang Quintus;Ramsey Nouah;Cosson Chinopoh;Onyama Laura;Prince Sube Mayorchu;Godwill Neba;Daphne Njie;Enah Johnscott
Back to School,MOVIE,Two adults go to their middle school reunion in order to show off their success to old bullies teenage crushes..,2019,83,'comedy','FR',5.563,Caroline Anglade;Laetitia Chambon;Jérôme Niel;Ludovik;Nicolas Berno;Johann Dionnet;Joséphine Draï;Pauline Deshons;Julien War;Rémy Four
After the Raid,MOVIE,"A large immigration raid in a small Tennessee town leaves emotional fallout as well as far-reaching questions about justice, faith and humanity.",2019,25,'documentation','MX';'US',2.196,Rodrigo Reyes
Hasmukh,SHOW,"A timid, small-town comedian's long-awaited big break takes a dark turn when he realizes committing murder is the only way to keep his onstage mojo.",2020,32,'comedy';'crime';'drama','IN',2.372,Neeraj Pandey;Deeksha Sonalkar;Suhail Nayyar;Inaamulhaq;Ravi Kishan;Mantra Mugdh;Raza Murad;Vir Das;Manoj Pahwa;Ranvir Shorey
ReMastered: Massacre at the Stadium,MOVIE,"For years, the murder of Chilean protest singer Victor Jara was blamed on an official in Pinochet's army. Now in exile, he tries to exonerate himself.",2019,64,'documentation';'drama','CL',2.55,Víctor Jara;Joan Jara;Bono;Eduardo Carrasco;Mariela Ferreira;Horacio Salinas;José Seves;Augusto Pinochet;Salvador Allende;Fidel Castro;Bent-Jorgen Perlmutt
Fearless,MOVIE,A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.,2020,89,'animation';'family';'scifi';'documentation';'comedy','CA',17.412,Yara Shahidi;Gabrielle Union;Dwyane Wade;Miles Robbins;Fat Joe;Amari McCoy;Leyon Azubuike;Angie Martinez;Jadakiss;Susan Sarandon;Miguel;Tom Kenny;Cory Edwards
